index,value,variable,has_issue,issue_type,Réponse correcte
NA,"Oui assistance familiale, parfois a la portière /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui construction de maisons 50000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui côté santé. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui famille /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui j'ai aussi quelques dépenses quotidiennes 1000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui j'ai dépensé plus de 12000 pour Laplace mortelle. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui j'ai encore des orphelins à ma disposition donc je dépense pour eux 6000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui je fais aussi le preceptora  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui je paye le loyer de mon enfant qui est à l'école a bouar à 1500 par mois /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui je vais les travaux journaliés pour aider ma famille  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui les dépense imprévue /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui mais je l'ai tous oublier /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui y'a n'a mais je l'ai oublié /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Oui(les invités et les imprévus /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Oui, parfois je donne de l'argent a mon beau frère pour qu'il s'achète de quoi a manger juste 5000f cefa il vie dans un mauvais état. /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Ouoi  dépenses imprévues /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Panneau solaire 20000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Par fois on nous oblige de payer la maison /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Parent a bangui 20000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Parfois j'assiste à la place mortier je contribue également /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas /// instances: 6,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas autre depense /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d'autres  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d'autres depenses /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d'autres dépenses /// instances: 29,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d'autres dépenses  /// instances: 3,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d'autres deponse /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d'importantes catégorie des dépenses . /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas d autre /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Pas d,assessoir /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de activités /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de catégorie /// instances: 8,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de catégorie à signaler /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de catégorie signalée /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de depense /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de deponse /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de moyen /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas de petit boulot /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas des produits vétérinaires /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas dit tout /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,PAS DU TOUS /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas du tout /// instances: 19,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,PAS DU TOUT /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas du tout  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas du tout.merci /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas moyen je vie que avec le peux que j'en ai /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pas une autre catégorie même avoir à manger c’est un problème vraiment /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Paselevage /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payé le grain de karité pour faire l huile de karité à 1500 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payé les transports à mes enfants allez à Bangui pour passer le congé /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payee Les photos pendant Les fetes /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payement des frais scolaires de mes enfants . /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payer la dette /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payer les gens pour nos travaux champêtres à 10000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Payer.le.trandport /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pensé a nous de nous apporté de l' aide. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pensé vraiment a nous aidé les produit sur marché sont tirés élevés. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Petit commerce ( avocat) 10000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Petit déjeuner, nourriture, éducation, santé /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Petit dépenses des autres choses /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Peye des personnes pour le compte /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Pile ,et les achats /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pille de radio /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,RADIO
NA,Plus importante est la fourniture scolaire. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour la famille /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour la nourriture /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour la santé /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour le réparations du moto /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour le vivre /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour les semences /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour payer les temporaires /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour quelques articles de ménage /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Pour recevoir les visiteurs /// instances: 4,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Préparation de l'aillete  45000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Presque cinquante mille /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Prêt d'argent /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Prêter de l'argent a mes deux filles /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Prisondun
Garcon /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Problème de santé Communal dans la localité en une manière générale /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Protection  jardinage /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Provision de réserver alimentaire /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R /// instances: 4,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R     a.   S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R   a.  S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R  a s /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R  A S /// instances: 3,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R  à s /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R  a. S /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R  A. S /// instances: 9,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R .a.s /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R a  s /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R A  S /// instances: 3,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R a s /// instances: 6,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R A S /// instances: 217,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R à s /// instances: 5,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R A S  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R a. S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R A. S /// instances: 7,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R AS /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R Z. S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.  A   s /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A   s /// instances: 5,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A   S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A  s /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A s /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A S /// instances: 4,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A.  S /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A. S /// instances: 53,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R. A.S /// instances: 4,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.a s /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.a.d /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.a.s /// instances: 77,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.A.S /// instances: 114,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.a.s  /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.A.S  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"R.A.S
 /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.A.S. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.s /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,R.s.a /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rad /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,RAD /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Ramadan /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,ras /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Ras /// instances: 397,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,RAs /// instances: 3,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,RAS /// instances: 781,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Ras  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,RAS  /// instances: 13,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réception des passagers /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Recyclage du champ /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Remboursement /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Remboursement de dette et côté santé /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Remboursement des dettes /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Remboursements des dettes qui sont trop élèvés.(14000fr) /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rembourssement de dette semences agricoles /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Rembourssement des dettes,la nourriture /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation 3000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation d'appareils /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation de la maison /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation de ma michine à coudre.. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation de ma moto /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation de ma vieille moto que j'avais apporté depuis Bangui.. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation de velo a 7000f /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation de vélos 12000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation moto /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation moulin /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation.d.un.logement.a.25000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation.de.la.maison /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Réparation.du.menage.qui.s.eleve.a.30000frs /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Reserve 18000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Retour des parents /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Retrait de deuil /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,rien /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien /// instances: 439,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,RIEN /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien  /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien . /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien à dire /// instances: 5,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien à dire. /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien à préciser. /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien a signalé /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien a signaler /// instances: 6,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien à signaler /// instances: 56,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien à signaler  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien à signaler(RS) /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien ce que vous avez cité /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien comme boulot je suis en train de faire un effort vraiment /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien comme catégorie /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien d'autre /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien d'autre que la santé qui me fait trop dépenser /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien d'autres /// instances: 8,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien d'autres.. /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien d'autres... /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien de grave encore /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien de particulier /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien de particulier. /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien de plus /// instances: 7,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien de plus encore /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien de spécial pour moi /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien du tout /// instances: 24,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien du tout  /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien du tout... /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien encore comme catégorie /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien je n'ai rien achèté /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien la condition de notre vie est très difficile /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien pour l'agriculture /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien que ça /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rien. /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Rs /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,S /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé /// instances: 14,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé  /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé  33000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé . agriculture /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé :7000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé 6000Fcfa /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé agricoles /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé agriculture /// instances: 7,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé agriculture éducation transport /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé agriculture les semences pour cultiver /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé construction de maisons /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé école /// instances: 2,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé éducation dette  /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé éducation élevage agriculture /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé et agricoles /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé et alimentaire /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé et éducation /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé et la nourriture /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Santé et nourriture /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé et nourriture, éducation, semences /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, agriculture, habillement /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, agriculture, nourriture /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, écolage des enfants et la  nourriture. /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, école /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, éducation /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, éducation, nourriture /// instances: 2",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, éducation, semences, nourriture /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, habillement, nourriture /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, nourriture /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, nourriture, /// instances: 2",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, nourriture, éducation de l'enfance, /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, nourriture, habillement /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, nourriture, transport /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Santé, nourriture,éducation /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Sauf ce que je vous ai dit pas de catégorie /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Savon, Nourriture, Médicaments  12000 /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Savon,Vêtements, et médicaments, 40000 /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Scolarité /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Scolarité 5000 
Nourriture 2000  /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Scolarité
Médicament /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Scolarité
Vêtements 
Médicament
Kit pour la toilette
 /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Sel  et savon 20000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Sel et CUB Maggi /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Semences agriculture, nourriture, santé /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Semences, éducation, nourriture, /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Semences, éducation, santé, nourriture,remboursement de dette /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Semences, éducation,remboursement de dette, nourriture /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Semences, vêtements , Nourriture  95000 /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Seulement le manager /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Seulement les fêtes /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,"Si et seulement si , consternant une dépense de la place mortelle qui m'a pris dans tous mes dépenses, j'ai perdu presque  5 personnes dans ma famille.merci de me demander. /// instances: 1",mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Soin médicaux pour l'enfant /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Soutenir nu parents /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Soutien aux parents et a l'étranger /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Suis une femme veuve rien de spécial pour moi /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Suite au cas de maladie 4500f /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Surcharge 2000 /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Surtout les cas de maladie /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Tas /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Temporaire champêtre /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Temporaire pour labourer le champ /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Tous les dépenses sont sités /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Tout est  cite /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
NA,Traitement des cheveux /// instances: 1,mssc_4_dep_6M_autre,TRUE,'other' response. may need recoding.,
